username,rating,review,date
Agus Suryadinatha,1,shopee foodnya gmna sih .. 5 kali order makanan ga pernah dapat driver .. di censl sistem teros ..,2025-04-06 06:44:12
Andhyka Putra Billy,5,Good,2025-04-06 06:42:51
Zainal Arifin,1,"kenapa saya udah lama apus ini apk kenapa tiba tiba muncul iklan apalgi di game yang seharusnya GK ada iklan baru hari ini tiba tiba kayak gitu apalagi waktu saudara saya beli drone di shoope yang Dateng malah botol minum harga 10ribuan saya udah muak iklannya GK bisa di ilangin, mohon segera hilangkan iklan dari beberapa apk saya yang sedang saya gunakan , satu kata buat shoope, GK usah ganggu orang bisa gk sih kesel GK niat aku tu buat download kamu paling ortu mereka udah downld di hp lain",2025-04-06 06:41:18
Van Edison,5,good,2025-04-06 06:39:37
Hello Jeje,5,Mantap,2025-04-06 06:39:19
Joko Erwanto,5,siap,2025-04-06 06:37:34
Fadhil Mustofa,5,pelayanan nya baik👍👍👍,2025-04-06 06:37:01
Lilik Kurniawan eL-k,1,"setelah j&t di non aktifkan pengiriman jadi lama. kecewa berat karena telah memutus kontrak j&t,padahal j&t pengirimannya cepat",2025-04-06 06:36:40
Amira,5,bagus banget aplikasinya,2025-04-06 06:34:16
Yuhaendi Hendi,5,sangat puas pelayanan Shopee,2025-04-06 06:34:13
Sudarmanto,5,Pertahankan dan tingkatkan promo promo menarik..,2025-04-06 06:31:42
Abela Bella,1,"lama, biasanya 3h dah sampai ini 1minggu belum sampai²",2025-04-06 06:31:35
dwi Pramiaji,5,amanah,2025-04-06 06:31:09
Nasir Bahfari,5,pelayanannya luar biasa cpt dalam menjaga konsumen pengalaman saya yg pernah dikecewakan oleh reseler bgt barang dikembalikan uang lgs diterima kembali,2025-04-06 06:27:41
Oki Kinoy,4,mantap,2025-04-06 06:25:37
hartati tati,5,saya sangat suka dgn shopee,2025-04-06 06:22:10
eva naja,5,tlg di tertibkan penjual penjual yg tdk benar tentang barang yg dijual atau ada barang yg palsu agar shopee punya nama yg baik untuk belanja online,2025-04-06 06:21:15
Irfan Wirianda,1,biaya admin penjualan nya terlalu mahal!!,2025-04-06 06:21:00
Dhea Rambu,5,Bagus banget,2025-04-06 06:20:46
AKUN SUKA SUKA,1,"woy aplikasi lu ini lemot bgt,gw buka lazada lancar2 ae,giliran buka sophee kok delay muter2 loading lama bener,udah bolak balik hapus cache juga sama ae,yang bener lah",2025-04-06 06:20:14
Mubarok Storee,5,meski suka telat tapi baik dan sangat saya sukai,2025-04-06 06:19:55
Irene Dew,1,sangat merugikan!!!!!!,2025-04-06 06:18:13
Sukarto,1,pada developer shopee. itu fitur capit premium tolong dihapus. itu permainan unsur judi. bayar koin 350 perak berharap hadiah. jadi tolong jangan ajarkan masyarakat judi kecil kecilan. kalo mau kasih hadiah jangan pakai pasang pasang koin segala. trimakasih perhatiannya,2025-04-06 06:16:45
Tiktak Tatik,5,jossss gandos,2025-04-06 06:14:13
Dawung Kedawung,5,Allhamdulilah,2025-04-06 06:13:08
Hilman Haqiqul,5,sangat membantu kita,2025-04-06 06:12:38
Safa Rizky,5,good,2025-04-06 06:11:06
Zaenal Arifin,5,"Smua lengkap ,ga cuma memberikan kenyamanan berbelanja tp harga juga lebih murah cuma di shopee konsumen belanja bisa banyak untung",2025-04-06 06:10:16
zaavier arrafi,5,Yaa,2025-04-06 06:01:35
Muhammad Sholech,5,joooooooosss,2025-04-06 06:01:05
Ayi Ning,5,bagussss,2025-04-06 06:00:43
Yeni 123,5,shopee bolehlah,2025-04-06 06:00:26
Asad Hermansyah,5,ok,2025-04-06 06:00:15
Saffa Chaerunisa,5,bagus kadang kena tipuu,2025-04-06 05:58:23
M. Al Fatih & Gian,5,keren,2025-04-06 05:57:52
ade meilani,5,sangat membantu semua produk ada disini,2025-04-06 05:56:34
Agus Setyawan,5,sangat baik dalam proses pembayarannya dan jika ada masalah sangat cepat diselesaikan...... pokoknya puas deh belanja di shopee,2025-04-06 05:55:24
Nikun Mustofa,1,"SAYA SUDAH MENINGGAL SHOPE kapan giliran kalian, karna pengiriman yg super lama",2025-04-06 05:54:46
May May,5,luv,2025-04-06 05:53:40
Nina Rohani,5,Puas belanja di Shopee.. Ga terasa udh member platinum hee,2025-04-06 05:53:39
Si Cikal,2,"shopee sekarang pengiriman selalu lama.,",2025-04-06 05:52:56
Raharja Harja,5,👍,2025-04-06 05:52:41
siti rahmah,5,"dipercaya, tp kemarin pernah ketipu sama penjual dshopee, yg dibeli dentova, yg datang kotak kosong, astagfirullah saran baiknya penjual spt dblock aza ya di shopee, supaya tdk ada korban yg lain🙏🏽🙏🏽 salah khilaf mohon. dimaafkan🙏🏽",2025-04-06 05:50:54
Surianto toto,5,shopee belanja terbaik dan akurat,2025-04-06 05:50:29
Muhammad Dava,5,paket belum sampai udah dua hari pakai jasa kirim spx kenapa jasa kirim jnt gak ada badal jnt jasa kirim paling cepat,2025-04-06 05:46:10
AL-JOPARI,5,ok and good,2025-04-06 05:45:48
Jaka Satria,4,ok,2025-04-06 05:41:55
ridho zidane,1,Jelek bgt,2025-04-06 05:41:34
Eko Raharjo,5,mudah sekali transaksinya,2025-04-06 05:39:27
Tuhfa,5,tapi lama kalau datang,2025-04-06 05:37:41
Akira Hitomi,2,"Dear Shopee, kapan bisa punya Dark Mode? Aplikasi lain kayanya udah pada punya fitur ini, tapi Shopee masih terang banget kek cahaya ilahi, bikin silap mata apalagi kalau dipakai malem-malem. Dark Mode kan enak buat ngurangin capek mata juga sekalian ngirit baterai buat yang pake HP OLED. Jadi, tolong secepatnya untuk tambahin fitur simpel tapi berguna ini! Thanks!",2025-04-06 05:36:21
RapiKatingan Ja,5,ok,2025-04-06 05:32:40
Opi Sofiatulfuadah,3,"gamenya si seru, malesnya di suruh bayar mulu tiap kalah.. hadeuuh",2025-04-06 05:31:47
Arbi Mahmud,5,tas unik saya suka dan lucu,2025-04-06 05:30:46
ariyaa dwi's,5,good,2025-04-06 05:29:09
Nawarotul,5,barang nya sesuai bagus bangget,2025-04-06 05:28:30
hafiz ayattullah,1,"biaya layanan mahal untuk pembeli. dahulu hanya 1000, sekarang bisa mencapai 7000 UP",2025-04-06 05:26:56
Ernio adi77,5,ok,2025-04-06 05:26:31
Edi Septian,4,Knpa tiap saya mau top up shopee pay selalu ga bisa ka nge leg aja ga kebuka,2025-04-06 05:26:13
Heri Suriono,5,sangat merakyat,2025-04-06 05:25:11
family Populer official,5,pengiriman nya lama untuk ke daerah saya,2025-04-06 05:23:43
Anandamutia999 111,5,sering memberi. dirkon yg sangat murah,2025-04-06 05:22:31
Mayaamelia,5,memudahkan saya untuk mencari barang yang gaada di offline store dan harga harga nya pun terjangkau,2025-04-06 05:21:17
Suti Martilah,5,mantab,2025-04-06 05:12:33
Rafli Dwiguna,5,ok,2025-04-06 05:10:55
NAIRAH CANS,5,suka deh belanja di sini,2025-04-06 05:10:46
Kalang,5,bagus. recommended,2025-04-06 05:08:25
AKUNIZAN,5,Alhamdulillah...,2025-04-06 05:06:52
Edwin Roman,5,mudah mencari yg kita mau,2025-04-06 05:03:19
Hani Setiawati,5,Barang datang sesuai dengan yg di iklankan,2025-04-06 04:59:16
Adicahyono Putra,5,sangat membantu,2025-04-06 04:56:11
Tembak Dalam,5,sangat baik,2025-04-06 04:52:44
David Irawan,5,the best,2025-04-06 04:47:23
Ilyasa Ajul,5,rekomendasi shopee sekarang,2025-04-06 04:46:14
Ismatul Sihab,3,TDK bisa di download,2025-04-06 04:44:33
Be Original,5,Hehe not bad,2025-04-06 04:43:38
Elsa Widiarti,5,selalu oke👍👍👍👍,2025-04-06 04:43:07
Maulana Rohim,4,lama bang dapet barangnya,2025-04-06 04:38:27
Muh agus mustaqim Mustaqim (Agus/Ramjaane),5,ok,2025-04-06 04:37:40
Adam Ris,5,toko terbaik dn amanan,2025-04-06 04:36:23
Vicky Adityapratama,5,sangat puas belanja di Shopee,2025-04-06 04:35:39
Dicky Cristian Samudra,1,"aplikasi perbudakan modern, terutama untuk para mitra driver shopefood & SPX.",2025-04-06 04:33:55
SYAHRIL RAMADHAN,5,sangat membantu dalam pembelanjaan,2025-04-06 04:33:41
Suyono Bantur,3,"Dengan dikeluarkannya JNT dari shopee, ini adalah awal kehancuran toko online terbesar nomor 1 di Indonesia dan menjadi angin segar buat toko online sebelah.",2025-04-06 04:24:04
Roby Seprianto,5,keren,2025-04-06 04:19:11
m bilal nabawi,5,terimakasih sudah menciptakan shoope,2025-04-06 04:17:53
Farida Yuniati,5,"saya suka bepanja di shopee krn banyak yg harga lebih murah drpd di toko, tetapi kadang2 tidak sesuai expektasi, bbrp seller tidak amanah dalam mempromosikan dagangannya, tp yg amanah masih lebih banyak koq",2025-04-06 04:14:45
Lilik Khasana,5,sangat puas belanja di shopee,2025-04-06 04:12:21
Juwairia Ju,4,pengiriman cepat tidak sampai 1 bulan saya suka,2025-04-06 04:11:19
Haryanto Haryanto,5,memang shopee in the best,2025-04-06 04:11:12
Rinda irhani Rinda irhani,5,good,2025-04-06 04:10:24
Gea Andreyanto,4,good,2025-04-06 04:07:41
Amboy aja,5,selalu amanah gratis ongkir terus,2025-04-06 04:06:47
yuman z Z,5,mantap dan lebih baik pengiriman dipercepat y kk,2025-04-06 04:05:45
Rana Sucini,5,ok,2025-04-06 04:04:49
Ria Novelita,5,Belanja online aman dan nyaman,2025-04-06 04:01:52
Malie Malex,5,Shopee banyak membantu konsumen untuk mendapatkan barang yg dibutuhkan dengan mudah dan harga terjangkau,2025-04-06 03:59:52
Evi erlinasari,1,suka belanjanya.. tidak suka karna gak bisa belanja dengan vocer discount akhir² ini.. penyebabnya gak jelas..,2025-04-06 03:47:59
Galon Galon,5,baguss,2025-04-06 03:47:16
YANTO KAMJAYA,5,Amazing$100 PREPECT,2025-04-06 03:37:41
Tina Indies,5,good,2025-04-06 03:36:28
Si nyo,5,"Shopee Terpercaya & Aman membantu memudahkan berbelanja online.Kebutuhan belanja dengan bijak.Belanja di Shopee,Shopeelive,Shopeevideo ada voucher diskon harga dan gratis ongkir lebih hemat.Pengiriman semakin cepat dan lebih baik Terima Kasih Shopee",2025-04-06 03:31:39
Siti Siti,5,"aplikasi terbaik untuk belanja online, tidak pernah mengecewakan, pengiriman cepat, penjual amanah, kurir ramah, tapi ada minus sedikit buat spinjam pernah ngajuin langsung ACC seminggu sebelum jatuh tempo langsung dilunaskan , tapi mau pinjam lagi ditolak terus aneh, bayar sesuai seblum jatuh tempo , limit spaylater pun ga naik2 padahal pembayaran selalu aman, dan ada 1 lagi minus nya misi kredit skore ga berubah sudah banyak belanja misi ga berubah",2025-04-06 03:22:52
wildan Rifai,5,pengiriman lebih cepat,2025-04-06 03:20:35
win fanesa,5,bagus,2025-04-06 03:19:37
Onyounn 95,5,Bagus memudahkan saya yang mageran malas belanja keluar hehe pokoknya selalu langganan belanja di shopee,2025-04-06 03:19:17
lukman moanthab channel,5,cepet murah,2025-04-06 03:13:11
smy tk,3,tolong lah spx kenapa pengirimannya lama sekali tolong di-update supaya lebih cepat lagi,2025-04-06 03:06:10
Anggara Cakti,5,ku kasih bintang 5 karena menghabiskan duitku🗿🗿,2025-04-06 03:02:48
SEPUTAR SEPAKBOLA,1,"Sekarang pengiriman lama banget !! Barang sampe gak sesuai estimasi, di sortir nya bisa berhari hari, di kurirnya juga nganter barang gak sampe berhari hari !! kalo kaya gini saya selaku seller sekaligus buyer jadi bener bener rugi !! tolong di perbaiki untuk pengiriman nya !!",2025-04-06 03:00:36
Alfani Fani,5,bagus,2025-04-06 02:59:11
Muhamat Komsir,4,keren,2025-04-06 02:58:51
Caleb Alexander,5,top dah shopee,2025-04-06 02:57:05
Fitri Tantri Tantri,4,sangat baik dan menjaga amanah pesanan,2025-04-06 02:55:31
Sandy Liuanto,5,saya suka beli barang-barang lewat Shopee.,2025-04-06 02:48:04
Ahmad Adam,5,"sangat bagus dan puas belanja di shope barang juga sesui ,,",2025-04-06 02:45:21
Nanang aryanto,5,sangat baik sehingga membantu dalam pemasukan,2025-04-06 02:41:17
ARYA ARAY,5,BARANG SUNGGUH MANTAP AMAT MANTAP TAP MAR MANTAP GURITAP MANTAP TAP,2025-04-06 02:39:12
Kusba,5,baik dan suport untuk konsumen,2025-04-06 02:38:37
Yakub Suherman,3,tgl 3 pengirim udh menyerahkan ke jasa kirim tapi sampai tgl 6 blom juga di proses lebih lanjut.payah,2025-04-06 02:38:29
Rahman,4,shopee is good,2025-04-06 02:37:33
Alfino Desfandra,4,"shopee sekarang sdh bagus, tapi semakin lama kok nggak akses untuk tunanetra yaaa? perlu di ingat pengguna shopee itu ada yang tunanetra, jadi mohon di perbaiki lagi dan tolong kerja sama lagi dengan jnt terimakasih, semoga saran saya bisa di terima",2025-04-06 02:37:08
Reza Saja,5,semoga selernya slalu amanah..biar pelanggan di shoppe TDK kabur ketoko sebelah..dan free ongkirnya ditingkatkan lg.. biasanya org blanja nyarinya free ongkir full .. termasuk aku..😁🤭,2025-04-06 02:37:06
J CCTV,5,shopee is the bast,2025-04-06 02:35:51
Dede nurlita,5,mantaf belanja dishopee,2025-04-06 02:35:13
Hari Mujiono,5,"kalau bikin iklan jangan menjebak tanda silang di pojok kanan atas, aku ketipu sampai 5 kali. udah gitu ditambah lagi dengan tanda baterai lemah, maksudnya apa... kalau pengen laku aplikasinya murahin barang-barangnya. iklan di kebut tapi barang-barangnya mahal.. pecat aja yang bikin desain iklan. iklan kok penuh dengan jebakan.",2025-04-06 02:34:17
Alvian Juli,5,bagus,2025-04-06 02:29:19
triyawan triyawan,5,"Aplikasi bagus,,,",2025-04-06 02:23:17
Sri rahayu,5,suka banget belanja di shopee 😁😁😁,2025-04-06 02:22:36
Infinix Hot,5,sangat cocok untuk di beli,2025-04-06 02:22:21
samsul bahri,5,ini mall terbaik,2025-04-06 02:21:58
Aurellia Najwa Munzir,4,adain bisa bayar pakai dana gopay dan semacamnya pls,2025-04-06 02:21:51
Edarman Edo,5,"emang shopee, mantap pelayananan nya dibanding aplikasi lain , kurirnya aktif menghubungi pelanggan , tepat waktu , selalu Menghubungi, toko toko yg gabung dalam shopee sangat amanah ,.menjaga kepercayaan Toko dan sophee. sukses dan maju terus shopee. saran sy jangan terima produk toko yg TDK original UT gabung di shopee",2025-04-06 02:18:40
Buha Lubis,5,tergantung pesanan saya. rata2 untuk saat ini 80% bagus & ori,2025-04-06 02:18:21
Zulkarnain MS,5,Shofeepay sangat membantu sekali. terimakasih,2025-04-06 02:15:49
ardi ansyah,1,aplikasi ngebug gajelas,2025-04-06 02:10:46
Oman rohman,5,mantap,2025-04-06 02:10:41
ni wayan anggreni,4,"kalau untuk wilayah saya pakai kurir spx selalu mengecewakan, jarang sekali diantar sampai depan rumah tapi kalo kurir lain spt. jnt bagus2 aja👍",2025-04-06 02:05:04
Paisan Sinaga,4,mantap,2025-04-06 02:04:46
Hupni H,1,"limit spaylater enggak naik"" pakai shopee bertahun"" , bayar tepat waktu sering belanja jadi malas pakainya , kalah sama aplikasi sebelah cepet naiknya ,",2025-04-06 02:04:40
Charlos Dodol,1,akun spaylater saya Masi di bekukan udah 5 thun padahal udah lama lunas,2025-04-06 02:01:52
Bontar Andrian,5,keren pkok nya,2025-04-06 02:00:20
Amane Kun,1,bagus awalnya doang lah gw mau buka barang / shop ga bisa padahal sinyal gw aman² aja 😤 gw bakal rating 5 klo g bug ni apk,2025-04-06 01:51:47
marcelina christmasjaya,5,belanja di shopee puas bgt banyak cashback dan voucher ongkir🥰🥰❤️⚡️,2025-04-06 01:46:12
si dzakyy,5,"minus nya klo bayar langsung prosesnya lama, klo cod prosesnya cepet wkwk",2025-04-06 01:45:12
Vivit Rahmadani,5,"Mempermudah belanja,harga jg murce2",2025-04-06 01:33:25
SITI HAVIDJAH.,1,shoope lagi error apa gimanaa? masa aku mau mesen barang katanya 'halaman tidak bisa dimuat'?!,2025-04-06 01:28:19
Kirani,5,bagus sesuai,2025-04-06 01:28:13
Riadi Prastyo,5,👌👌,2025-04-06 01:27:53
Kepin PU,1,gajelas,2025-04-06 01:21:16
Handa Yuhanda,1,1 dlu yaaa,2025-04-06 01:19:28
Tristan Wanzaki,5,kenapa gabisa cod,2025-04-06 01:14:38
SHAKIRA RAMADHANTY,5,tolong perbaiki pengantaran nya suka telat bgt,2025-04-06 01:14:13
Eci Jh,5,bagus banget ok Poko na bagus de,2025-04-06 01:10:29
Eriko Bryan,3,emang belanja di Shopee harganya terjangkau tapii sayang nya nggak ada bonusan sama sekali padahal saya sudah belanja terus menerus tapi nggak dapat apa apa❓misalnya bonusan/ gratis ongkir/ lainnya........,2025-04-06 01:04:13
Dek Naila,5,oke,2025-04-06 01:02:31
Armanda Cobra,5,belanja cepat pelayanan baik,2025-04-06 01:02:28
Hasan Basri,5,tempat shooping paling santai,2025-04-06 01:00:16
Agus Saleh,5,"Shopee memang no 1 terdepan,,suka banget dah pkok nya,,aolikasi inj",2025-04-06 00:59:24
Ali Baba,5,sangat memuaskan,2025-04-06 00:58:13
Sihab Budin,5,Shopee ...... kenapa ya.. barang2 yang fi Shopee seringkali tidak sesuai dengan yang di iklan,2025-04-06 00:57:57
zulkarnain Viss,5,sagat memuwaskan,2025-04-06 00:57:39
Aya andinaputriii,5,"bikin abis duet nie aplikasi tpi sukakk,luvv",2025-04-06 00:54:57
Dwi Aris Sandi,1,"CS GAK becus kerja, masa retur dari 21maret-7april tdk bisa nanganin, ujung2nya suruh ambil ke gudang kan peak",2025-04-06 00:53:22
Fezuri Zuri,5,Shopee keren,2025-04-06 00:52:36
Andikaferdiansyah 62,5,[mantapp] banyak diskon mulu penegiriman cepat,2025-04-06 00:52:36
leo rumaseuw,5,ok,2025-04-06 00:49:37
Rizki Faujianugrah,1,aplikasi inih bikin hp sayah rusak banyak banget iklan aplikasi inih bikin rusak sama bikin ngebleng sama ngekris,2025-04-06 00:45:14
Anhar Lubis,5,mantap,2025-04-06 00:45:06
Putra rhakasiwi,3,mantabbb,2025-04-06 00:43:56
Surya Dakglok,5,ini sangat mmbantu,2025-04-06 00:43:00
Rekzi,5,tolol anking,2025-04-06 00:42:28
lisnarti galaxyA70,5,keren,2025-04-06 00:41:35
Hertha Din66,5,"Masih Berat geser ke bawah atas, mungkin terlalu banyak yang bergerak video atau animasi. Bukan Ram yang kecil atau BESAR, tapi imbang ilah bagi mereka menengah kebawa, lihatlah diluar sana ada app isi konten nya ada banyak video dan teks, tapi lancar. Mohon Maaf sebelumnya Terima kasih banyak💡 ❤️👍🙏🙏🙏",2025-04-06 00:40:46
Hirman,5,shopee aku suka mulai dulu sampai sekarang,2025-04-06 00:40:30
ali almadini,5,"Shopee selalu ok, tetap Mantab...",2025-04-06 00:38:54
Am Bisnis,1,"paya gak ngasi pinjaman, malah di undur terus, dasar jelek",2025-04-06 00:38:51
Budi arya kusuma,1,"tolong lah perbaiki masalah ongkos driver kasian. udah gtu mana pake instan brasa pake samday driver di bikin sampai 4 titik pengantaran saya melihat sendiri di aplikasi driver instan nya niat hati pesen instan untuk buru"" datang malah lama dikarenakan driver nganter ke beberapa titik dulu harga kirim lebih mahal pengantaran sama saja kaya samday",2025-04-06 00:37:13
dedengkot kalsel,5,"harga murah, pengiriman cepat, barang sesuai iklan",2025-04-06 00:35:07
Fisabillah Sabillah,3,"kangen sopi yamg dulu, yang suka dapet sopipay, bukan koin :(",2025-04-06 00:34:10
Agamnya ape Ao,5,sangat puas saya belanja di shopee,2025-04-06 00:34:06
Boy Kop,1,lemot x aplikasi y.padahal jaringan udah pull 😩😩😩,2025-04-06 00:33:56
Jaenal Mutaqin,5,OK,2025-04-06 00:31:12
Yuni chyani,5,"sudah nyaman shoping² di keranjang orens shopee, banyak voucher, gratis ongkir... kurir spx udh langganan. akhirnya kecanduan cek out mulu lewat apk ini. menyala suamiku cari uang 🙏🤣",2025-04-06 00:30:41
rudy yuwono,5,Aplikasi shopee yg sangat melindungi konsumen dari penjual² yg nakal.,2025-04-06 00:30:05
Erinta Firmansyah,5,sangat bagus mantap banyak diskon dan koin koin nya,2025-04-06 00:29:30
Radithya Pratama,1,"pengiriman spx sampah, sering telat beberapa hari dari estimasi alasan pengiriman ditunda padahal pada foto bukti terlihat paket sudah berada di area rumah kenapa kurirnya tidak wa/telpon padahal nomor telpon tertera",2025-04-06 00:26:07
Alone Girl,4,"saya sangat merasa terbantu dengan adanya Shopee, tapi pernah beberapa kali kecewa terhadap olshop, barang yang datang tidak sesuai dengan yang dipesan. tolong lebih diperhatikan lagi laporan konsumen yang dirugikan olshop yang tidak amanah",2025-04-06 00:25:48
Sobir Boy,5,Sangat bermanfaat,2025-04-06 00:18:05
Yoga Aditya,5,sangat mudah untuk mencari barang,2025-04-06 00:15:46
Yosep Jaelani,5,bagus dan terpercaya,2025-04-06 00:14:27
Syaifuddin Ayuha,5,Selama ini aman aja menggunakan layanan Shopee,2025-04-06 00:12:32
Adi Poetrapetir,5,sangat bagus karena ada cod & waktu pengiriman tdk pernah terlambat tp sayangnya msh ada aja oknum yg mengatas namakan admin shoope menipu dg alasan tertentu akhirnya dia memakai spaylater untuk dia gunakan demi kepentingannya sendiri akhirnya tagihan dibebankan ke aq kasus demikian harusnya pihak shoope bisa bertindak tegas mencari oknum tsb karena aq punya fotonya demi nama baik shoope & nantinya tagihan tdk dibebankan ke konsumen shoope,2025-04-06 00:11:00
Bu Tarmini,5,cepat dan aman murahh pasti,2025-04-06 00:08:36
abdul rachman,5,barang di shopee mantap sekali,2025-04-06 00:08:19
Doni Y,1,"cok, iklan mu lo pencet silang malah mlebu aplikasi gatel",2025-04-06 00:07:26
Nur Hayati,5,shoppe emang the best,2025-04-06 00:06:31
Muaramas Sedayu,5,sesuai kebutuhan slalu menyediakan,2025-04-06 00:03:26
Teuku Habibi,5,sangat puas dengan belanja di shopee live,2025-04-06 00:03:19
Zevri Jeje,5,sedikit. saran. coba di saring lebih teliti lagi. untuk penjual yg tidak amana dgn tidak sesuai barang yg di jual. Bru bisa kita membeli tanpa was was ketipu,2025-04-05 23:58:41
Putri ayu Imazinasi,4,"terkadang bagus dan cepat kadang ya gitu, apalagi tentang kurirnya aku pernah beberapa kali barang telat sampai dan bahkan lewat dari estimasi dari waktu yg di tentukan contohmya kaya skrng ku ngalamin lagi",2025-04-05 23:55:56
